akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
ARETHA'S DREAM,1966656,CHICAGO,IL,Pass,-87.60935464,41.7513221,20161018,Risk 1 (High),(41.751322101891866 -87.60935463673758),2488238,Restaurant,616 E 79TH ST ,License,ARETHA'S DREAM,60619
MAKI MASTERS,1966655,CHICAGO,IL,Pass,-87.64466272,41.94014914,20161018,Risk 1 (High),(41.94014913764849 -87.6446627167078),2493168,Restaurant,604 W BELMONT AVE ,License,MAKI MASTERS,60657
TARGET,1966650,CHICAGO,IL,Pass,-87.59376104,41.79959787,20161018,Risk 3 (Low),(41.79959786938958 -87.59376103688076),2469770,Grocery Store,1330 E 53RD ST ,License Re-Inspection,TARGET STORE T-3219,60615
TRUE FOOD KITCHEN,1966647,CHICAGO,IL,Not Ready,-87.62854665,41.89395586,20161018,Risk 1 (High),(41.89395585670853 -87.62854664840329),2446139,empty,9 W ERIE ST ,License,TRUE FOOD KITCHEN,60654
J & B GYROS,1955291,CHICAGO,IL,Out of Business,-87.65539596,41.80155641,20161017,Risk 2 (Medium),(41.80155641340045 -87.65539595872276),2334461,Restaurant,1206 W 51ST ST ,Canvass,J & B GYROS,60609
THE JERK STOP CARIBBEAN,1966652,CHICAGO,IL,Pass,-87.6587916,41.96549259,20161018,Risk 1 (High),(41.96549258637949 -87.658791595264),2492992,Restaurant,1132 W WILSON AVE ,License,JERK STOP,60640
RAPHA,1966648,CHICAGO,IL,Pass,-87.67547637,41.90896025,20161018,Risk 2 (Medium),(41.90896024738321 -87.67547637112533),2492527,Restaurant,1514 N MILWAUKEE AVE ,License Re-Inspection,RAPHA,60622
Scandinavian Lounge (T5-M13),1966644,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161018,Risk 2 (Medium),(42.008536400868735 -87.91442843927047),2487849,Airport Lounge,11601 W TOUHY AVE ,License Re-Inspection,SAS,60666
Scandinavian Lounge (T5-M13),1966646,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161018,Risk 3 (Low),(42.008536400868735 -87.91442843927047),2487848,Airport Lounge,11601 W TOUHY AVE ,License Re-Inspection,SAS,60666
Dewey,1955294,CHICAGO,IL,Pass,empty,empty,20161018,Risk 1 (High),empty,22951,School,5415 S Union(700W) AVE ,Canvass Re-Inspection,Dewey,60609
THE LUNATICTHE LOVER & POET,1966645,CHICAGO,IL,Pass,-87.64721548,41.88451904,20161018,Risk 1 (High),(41.88451904314297 -87.6472154786667),2464694,Restaurant,736 W RANDOLPH ST ,License,THE LUNATICTHE LOVER & THE POET,60661
SUBWAY,1966640,CHICAGO,IL,Pass,-87.63936259,41.86632954,20161018,Risk 1 (High),(41.86632953539469 -87.63936258728717),2289496,Restaurant,1232 S CANAL ST ,Complaint,SUBWAY,60607
SYMPHONY JACKSON SQUARE,1966638,CHICAGO,IL,Pass,-87.75477136,41.87677136,20161018,Risk 1 (High),(41.87677135996502 -87.75477136468453),2447173,Long Term Care,5130 W JACKSON BLVD ,License,SYMPHONY OF CHICAGO WEST,60644
C'EST BIEN THAI,1966637,CHICAGO,IL,Pass,-87.67765677,41.95234331,20161018,Risk 1 (High),(41.952343305200465 -87.6776567659055),2492926,Restaurant,3900 N LINCOLN AVE ,License,C'EST BIEN THAI,60613
DANISH GAS & FOOD MART INC.,1966635,CHICAGO,IL,Pass w/ Conditions,-87.71048643,41.87352189,20161018,Risk 3 (Low),(41.8735218856565 -87.71048642868381),2363374,Grocery Store,3353-3359 W HARRISON ST ,Complaint Re-Inspection,DANISH GAS & FOOD MART INC,60624
REHMANIA LUPOS FISH AND CHICKEN,1955293,CHICAGO,IL,Pass,-87.64426896,41.76529571,20161017,Risk 2 (Medium),(41.7652957077341 -87.64426896091481),2115107,Restaurant,7059 S HALSTED ST ,Canvass,REHMANIA LUPOS FISH AND CHICKEN,60621
THE JERK STOP CARIBBEAN,1966627,CHICAGO,IL,Not Ready,-87.6587916,41.96549259,20161017,Risk 1 (High),(41.96549258637949 -87.658791595264),2492992,Restaurant,1132 W WILSON AVE ,License,JERK STOP,60640
BOOIL RESTAURANT,1966618,CHICAGO,IL,Fail,-87.71321223,41.98312305,20161017,Risk 1 (High),(41.98312305188657 -87.71321223490351),2427793,Restaurant,3346 W BRYN MAWR AVE ,Canvass,BOOILL GALBI,60659
BABAS FAMOUS STEAK & LEMONADE,1966614,CHICAGO,IL,Pass,-87.57518788,41.7215582,20161017,Risk 2 (Medium),(41.72155819719922 -87.57518787768151),1820972,Restaurant,9529 S JEFFERY AVE ,Short Form Complaint,BABAS FAMOUS STEAK & LEMONADE,60617
PIEROGI HEAVEN,1966605,CHICAGO,IL,Pass,-87.63504341,41.87739707,20161017,Risk 1 (High),(41.87739707385008 -87.63504341455305),2278220,Restaurant,329 S FRANKLIN ST ,Canvass,PIEROGI HEAVEN INC,60606
A STEP AHEAD LEARNING CENTER,1966606,CHICAGO,IL,Fail,-87.65333178,41.95866655,20161017,Risk 1 (High),(41.95866654787631 -87.653331779783),2215593,Daycare (2 - 6 Years),4208 N BROADWAY ,License,A STEP AHEAD LEARNING CENTER,60613
J J FISH,1955292,CHICAGO,IL,Pass,-87.63040492,41.79623488,20161017,Risk 2 (Medium),(41.796234875219376 -87.63040492438661),1276007,Restaurant,5401 S WENTWORTH AVE ,Complaint,J J FISH,60609
SEAFOOD HOT POT,1966600,CHICAGO,IL,Fail,-87.65904239,41.97336592,20161017,Risk 1 (High),(41.97336592094152 -87.65904238512795),2432467,Restaurant,1130 W ARGYLE ST ,Complaint,SEA FOOD HOT POT,60640
SAUGANASH SCHOOL FOR THE YOUNG YEARS,1695214,empty,IL,Pass,-87.74242662,41.98985673,20161017,Risk 3 (Low),(41.98985673339672 -87.74242662401299),2364330,Children's Services Facility,4541 W PETERSON AVE ,License,SAUGANASH SCHOOL FOR THE YOUNG YEARS,60646
FLAGSHIP TAVERN & GRILL,1966591,CHICAGO,IL,Pass,-87.66961665,41.93979302,20161017,Risk 1 (High),(41.93979302024049 -87.66961664829614),2231808,Restaurant,1622 W BELMONT AVE ,Complaint Re-Inspection,FLAGSHIP TAVERN & GRILL,60657
SYMPHONY OF BEVERLY,1966582,CHICAGO,IL,Pass,-87.69625291,41.7354034,20161017,Risk 1 (High),(41.73540340021031 -87.69625291435973),2447181,Long Term Care,2940 W 87TH ST ,License,SYMPHONY OF BEVERLY,60652
ANATOLIAN EXPRESS,1966585,CHICAGO,IL,Pass,-87.64422395,41.93919411,20161017,Risk 1 (High),(41.93919411054692 -87.64422395471186),2483390,Restaurant,3151 N BROADWAY ,License,ANATOLIAN EXPRESS,60657
UNITED CLUB (T1 B6),1966577,CHICAGO,IL,Out of Business,-87.91442844,42.0085364,20161017,Risk 2 (Medium),(42.008536400868735 -87.91442843927047),2422908,Restaurant,11601 W TOUHY AVE ,Canvass,UNITED CLUB,60666
FUN FUN CHINESE,1966580,CHICAGO,IL,Pass,-87.6498267,41.8842567,20161017,Risk 3 (Low),(41.88425670381661 -87.64982670264364),2476128,Restaurant,901-905 W RANDOLPH ST ,License Re-Inspection,FUN FUN CHINESE,60607
FUN FUN CHINESE,1966575,CHICAGO,IL,Pass,-87.6498267,41.8842567,20161017,Risk 1 (High),(41.88425670381661 -87.64982670264364),2476127,Restaurant,901-905 W RANDOLPH ST ,License Re-Inspection,FUN FUN CHINESE,60607
BAMBU CHE.COFFEE.TEAS,1966572,CHICAGO,IL,Pass,-87.65992581,41.97306821,20161017,Risk 2 (Medium),(41.97306821306215 -87.65992580689424),2458787,Restaurant,5010 N BROADWAY ,License,BAMBU DESSERTS AND DRINKS,60640
UNITED CLUB  (T1  B6),1966566,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161017,Risk 1 (High),(42.008536400868735 -87.91442843927047),2492754,Restaurant,11601 W TOUHY AVE ,License Re-Inspection,UNITED CLUB,60666
EL ORIGINAL ACAMBARO BAKERY,1955289,CHICAGO,IL,Pass,-87.67731978,41.80130847,20161017,Risk 2 (Medium),(41.80130847172727 -87.6773197801203),2124801,Bakery,2108 W 51ST ST ,Canvass,EL ORIGINAL ACAMBARO BAKERY INC,60609
TAQUERIA LOS COMALES # 12,1647215,CHICAGO,IL,Fail,-87.72273813,41.7830976,20161017,Risk 1 (High),(41.78309760160854 -87.72273813015846),65987,Restaurant,6035 S PULASKI RD ,Complaint,TAQUERIA LOS COMALES # 12,60629
TINY TAVERN,1965829,CHICAGO,IL,Pass,-87.61156988,41.89209414,20161004,Risk 1 (High),(41.892094136861786 -87.61156988394656),2451931,Restaurant,600 E GRAND AVE ,License,TINY TAVERN,60611
WHISK CHICAGO,1966562,CHICAGO,IL,Pass w/ Conditions,-87.67786193,41.89600605,20161017,Risk 1 (High),(41.89600605332943 -87.67786192982513),2334079,Restaurant,2018 W CHICAGO AVE ,Complaint,WHISK CHICAGO,60622
UNITED CLUB  (T1  B6),1966561,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161017,Risk 1 (High),(42.008536400868735 -87.91442843927047),2492753,Restaurant,11601 W TOUHY AVE ,License Re-Inspection,UNITED CLUB,60666
PIPEWORKS PRODUCTION,1723220,CHICAGO,IL,Fail,-87.72595816,41.91820611,20161017,Risk 3 (Low),(41.918206112588564 -87.72595815659295),2476605,Liquor,3912 W MCLEAN AVE ,License,PIPEWORKS PRODUCTION,60647
CAFE SAN JUAN,1973212,CHICAGO,IL,Not Ready,-87.70804923,41.95957153,20161017,Risk 1 (High),(41.959571527006716 -87.70804923117949),2493115,Bakery,4305 N KEDZIE AVE ,License,CAFE SAN JUAN,60618
MCDONALD'S,1672214,CHICAGO,IL,Pass,-87.68338584,41.77511657,20161017,Risk 2 (Medium),(41.775116565908775 -87.68338583887078),1874347,Restaurant,6515 S WESTERN AVE ,Complaint Re-Inspection,MCDONALD'S,60636
CHICAGO WALDORF SCHOOL,1973211,CHICAGO,IL,Pass,-87.68359922,41.96149927,20161017,Risk 1 (High),(41.961499265953364 -87.68359922245688),2469513,School,2156 W MONTROSE AVE ,License Re-Inspection,CHICAGO WALDORF SCHOOL,60618
GIFT 4 KIDS DAYCARE,1966555,CHICAGO,IL,Pass,-87.65480912,41.69209807,20161017,Risk 1 (High),(41.6920980711081 -87.6548091189968),2341291,Daycare Above and Under 2 Years,1305-1307 W 111TH ST ,License Re-Inspection,GIFT 4 KIDS DAYCARE CENTER LLC,60643
MUNCHIES FOOD MART INC,1966633,CHICAGO,IL,No Entry,-87.65564608,41.69230592,20161017,Risk 2 (Medium),(41.69230592090601 -87.65564608116505),2342387,Grocery Store,1326 W 111TH ST ,Complaint Re-Inspection,MUNCHIES FOOD MART INC,60643
MYRON MIXON'S SMOKE SHOW BARBECUE,1966552,CHICAGO,IL,Pass,-87.6595418,41.95117556,20161014,Risk 1 (High),(41.95117555641557 -87.65954180248546),2484149,Restaurant,3801-3809 N CLARK ST ,License,MYRON MIXON'S SMOKE SHOW BARBECUE,60613
THALIA'S RESTAURANT,1960221,CHICAGO,IL,Fail,-87.77635805,41.938341,20160913,Risk 1 (High),(41.93834100224705 -87.77635804996433),2464942,Restaurant,3156 N AUSTIN AVE ,License,THALIA'S RESTAURANT,60634
PERSHING CENTER,1955288,CHICAGO,IL,Pass,-87.633075,41.8235152,20161014,Risk 2 (Medium),(41.82351520329658 -87.63307500146024),1493623,Grocery Store,243 W PERSHING RD ,Canvass,PERSHING CENTER,60609
C'EST BIEN THAI,1966546,CHICAGO,IL,Not Ready,-87.67765677,41.95234331,20161014,Risk 1 (High),(41.952343305200465 -87.6776567659055),2492926,Restaurant,3900 N LINCOLN AVE ,License,C'EST BIEN THAI,60613
JOHNNY'S ICE HOUSE,1966540,CHICAGO,IL,Pass w/ Conditions,-87.69038959,41.88123342,20161014,Risk 2 (Medium),(41.88123342371891 -87.69038958620825),2350031,Restaurant,2550-2602 W MADISON ST ,Complaint,JOHNNY'S ICE HOUSE,60612
STELLA BARRA/SUMMER HOUSE SANTA MONICA,1966536,CHICAGO,IL,Pass,-87.64862901,41.91754113,20161014,Risk 1 (High),(41.91754112681401 -87.6486290102714),2234204,Restaurant,1954 N HALSTED ST ,Complaint Re-Inspection,SUMMER HOUSE SANTA MONICA/STELLA BARRA PIZZERIA,60614
empty,1966538,CHICAGO,IL,Pass,-87.64260918,41.87788853,20161014,Risk 2 (Medium),(41.87788852897838 -87.64260917533305),2493084,Restaurant,601 W JACKSON BLVD B,License,MEDDLE COFFEE BAR,60661
MYRON MIXON'S SMOKE SHOW BARBECUE,1966545,CHICAGO,IL,Pass,-87.6595418,41.95117556,20161014,Risk 1 (High),(41.95117555641557 -87.65954180248546),2484148,Restaurant,3801-3809 N CLARK ST ,License,MYRON MIXON'S SMOKE SHOW BARBECUE,60613
PEPE'S MEXICAN RESTAURANT,1966534,CHICAGO,IL,Pass,-87.60487318,41.74353307,20161014,Risk 1 (High),(41.743533070705446 -87.6048731835614),50042,Restaurant,8313-8325 S COTTAGE GROVE AVE ,Complaint,PEPE'S MEXICAN RESTAURANT,60619
J & J FISH,1966530,CHICAGO,IL,Fail,-87.76527467,41.88034981,20161014,Risk 1 (High),(41.88034981402218 -87.76527467412636),1300963,Restaurant,5608 W MADISON ST ,Complaint,J & J FISH,60644
REAL GOOD JUICE CO,1961097,CHICAGO,IL,Pass,-87.67804862,41.88664366,20160923,Risk 1 (High),(41.88664365719036 -87.6780486221427),2492018,Restaurant,2031 W FULTON ST ,License,REAL GOOD JUICE CO,60612
PROTEIN BAR,1951277,CHICAGO,IL,Pass,-87.62430852,41.88454011,20161014,Risk 1 (High),(41.88454011059238 -87.62430852246028),2373749,Restaurant,151 N MICHIGAN AVE ,Complaint,PROTEIN BAR,60601
Jimmy Johns,1966529,CHICAGO,IL,Fail,-87.74791096,41.95391362,20161014,Risk 1 (High),(41.95391361936965 -87.7479109624453),2333431,Restaurant,4021 N MILWAUKEE AVE ,Suspected Food Poisoning,Jimmy Johns,60641
JJ FISH & GROCERY,1966528,CHICAGO,IL,Pass,-87.69296412,41.76443109,20161014,Risk 2 (Medium),(41.764431087792644 -87.69296412238828),2341091,RESTAURANT/GROCERY STORE,2759 W 71ST ST ,Complaint Re-Inspection,JJ FISH & GROCERY INC.,60629
JOY YEE NOODLE SHOP,1966519,CHICAGO,IL,Fail,-87.63471471,41.85378847,20161014,Risk 1 (High),(41.85378847066135 -87.63471470519069),2008459,Restaurant,2139 S CHINA PL ,Complaint,JOY YEE NOODLE SHOP,60616
EDIBLE ARRANGEMENTS,1966516,CHICAGO,IL,Pass,-87.67580162,42.01928994,20161014,Risk 2 (Medium),(42.019289941587736 -87.67580161669515),2074321,Restaurant,1783 W HOWARD ST ,Complaint Re-Inspection,EDIBLE ARRANGEMENTS #1250,60626
HORIZON SCIENCE ACADEMY SOUTHWEST CHICAGO,1955287,CHICAGO,IL,Pass,-87.68392611,41.79517413,20161014,Risk 2 (Medium),(41.79517413497671 -87.68392610964902),3305928,School,5401 S WESTERN AVE ,Canvass,HORIZON SCIENCE ACADEMY SOUTHWEST CHICAGO,60609
MCDONALD'S,1966508,CHICAGO,IL,Pass w/ Conditions,-87.7057336,41.86651389,20161014,Risk 2 (Medium),(41.86651388819227 -87.70573359902552),33706,Restaurant,3200 W ROOSEVELT RD ,Short Form Complaint,MCDONALD'S,60624
TAQUERIA LOS FLACOS,1965754,CHICAGO,IL,Pass,-87.72398095,41.96839469,20160930,Risk 1 (High),(41.96839468756255 -87.72398094536197),2488725,Restaurant,3818 W LAWRENCE AVE ,License,TAQUERIA LOS FLACOS,60625
SHAY-BOO'S KITCHEN,1966509,CHICAGO,IL,Fail,-87.71121631,41.89539877,20161014,Risk 1 (High),(41.89539877332381 -87.71121630512987),2404838,Restaurant,3357 W CHICAGO AVE ,Complaint,SHAY-BOO'S KITCHEN,60651
GHAREEB NAWAZ RESTAURANT,1966514,CHICAGO,IL,Fail,-87.68142045,41.99798375,20161014,Risk 1 (High),(41.99798375025185 -87.68142044788961),2423912,Restaurant,2032-2034 W DEVON AVE,Complaint,GHAREEB NAWAZ RESTAURANT,60659
TIBA RESTAURANT INC.,1966512,CHICAGO,IL,Pass,-87.69708958,41.96843517,20161014,Risk 1 (High),(41.96843517181452 -87.69708958435346),2493002,Restaurant,2721 W LAWRENCE AVE FL 1ST,License,TIBA RESTAURANT INC.,60625
MIDWAY SUB,1966504,CHICAGO,IL,Pass,-87.78277753,41.79221475,20161014,Risk 2 (Medium),(41.7922147542527 -87.78277752928788),2013448,Restaurant,6421 W ARCHER AVE ,Short Form Complaint,MIDWAY SUB,60638
CHEZ VIOLETTE RESTAURANT,1966502,CHICAGO,IL,Out of Business,-87.68821678,42.01940787,20161014,Risk 1 (High),(42.019407874043075 -87.6882167837797),2064476,Restaurant,2311 W HOWARD ST ,Canvass,CHEZ VIOLETTE RESTAURANT,60645
HAROLD'S CHICKEN SHACK,1966503,CHICAGO,IL,Pass,-87.63005895,41.76126021,20161014,Risk 2 (Medium),(41.76126021386328 -87.63005894785265),2488931,Restaurant,7318 S VINCENNES AVE ,License Re-Inspection,HAROLDS'S CHICKEN SHACK,60621
TROPIC ISLAND JERK CHICKEN,1966498,CHICAGO,IL,Pass,-87.61039129,41.75108429,20161014,Risk 1 (High),(41.75108428742866 -87.61039128821193),2017922,Restaurant,553 E 79TH ST ,Complaint Re-Inspection,TROPIC ISLAND JERK CHICKEN,60619
MORGAN STREET CAFE,1966494,CHICAGO,IL,Pass,-87.65183157,41.88004797,20161014,Risk 1 (High),(41.880047970125254 -87.65183157127098),1595203,Restaurant,111 S MORGAN ST ,Complaint Re-Inspection,MORGAN STREET CAFE,60607
SAM'S CHICKEN AND RIBS PIZZA,1966493,CHICAGO,IL,Pass,-87.71266918,41.93990723,20161014,Risk 1 (High),(41.939907233250814 -87.71266918212199),2492776,Restaurant,3220 N KIMBALL ,License,SAM'S CHICKEN AND RIBS PIZZA,60618
SOUTHPORT GROCERY AND CAFE INC.,1961082,CHICAGO,IL,Pass w/ Conditions,-87.66415601,41.94682731,20160922,Risk 1 (High),(41.94682731238705 -87.6641560054108),1739804,Restaurant,3552 N SOUTHPORT AVE ,Canvass,SOUTHPORT GROCERY AND CAFE INC.,60657
NHU LAN BAKERY,1966489,CHICAGO,IL,Fail,-87.69436907,41.96867613,20161014,Risk 1 (High),(41.968676134286625 -87.69436906781544),1772039,Bakery,2612 W LAWRENCE AVE ,Complaint Re-Inspection,NHU LAN BAKERY,60625
SEE THRU CHINESE RESTAURANT,1966485,CHICAGO,IL,Pass,-87.70670533,41.89561531,20161014,Risk 1 (High),(41.89561531354531 -87.70670532510552),1227055,Restaurant,800 N KEDZIE AVE ,Short Form Complaint,SEE THRU CHINESE RESTAURANT,60651
DOCKS,1966475,CHICAGO,IL,Pass w/ Conditions,-87.62750922,41.73638005,20161014,Risk 2 (Medium),(41.736380045588184 -87.62750921902564),1445981,Restaurant,112 W 87TH ST ,Short Form Complaint,DOCKS,60620
FUN FUN CHINESE,1966479,CHICAGO,IL,Fail,-87.6498267,41.8842567,20161014,Risk 3 (Low),(41.88425670381661 -87.64982670264364),2476128,Restaurant,901-905 W RANDOLPH ST ,License Re-Inspection,FUN FUN CHINESE,60607
FUN FUN CHINESE,1966480,CHICAGO,IL,Fail,-87.6498267,41.8842567,20161014,Risk 1 (High),(41.88425670381661 -87.64982670264364),2476127,Restaurant,901-905 W RANDOLPH ST ,License Re-Inspection,FUN FUN CHINESE,60607
WENDY'S,1966471,CHICAGO,IL,Not Ready,-87.68999576,41.99667686,20161014,Risk 1 (High),(41.99667685737697 -87.68999575516291),2469194,Restaurant,6324 N WESTERN AVE ,License,WENDY'S PROPERTIES LLC,60659
DONG KY RESTAURANT & BAKERY,1966473,CHICAGO,IL,Fail,-87.6595799,41.97112552,20161014,Risk 1 (High),(41.97112552121299 -87.65957990461612),1273135,Restaurant,4877 N BROADWAY ,Complaint,DONG KY RESTAURANT & BAKERY,60640
VISTA HERMOSA RESTAURANT,1746296,CHICAGO,IL,Pass,-87.66530182,41.81620726,20160913,Risk 3 (Low),(41.816207260667184 -87.66530181656739),2477298,Restaurant,4248 S ASHLAND AVE ,License,VISTA HERMOSA RESTAURANT,60609
WEST LAWN FOODS,1966472,CHICAGO,IL,Fail,-87.72313003,41.78660841,20161014,Risk 1 (High),(41.786608409502335 -87.72313002889523),1591726,Grocery Store,5838 S PULASKI RD ,Short Form Complaint,WEST LAWN FOODS,60629
SYMPHONY MIDWAY,1966468,CHICAGO,IL,Not Ready,-87.74312825,41.8119896,20161014,Risk 1 (High),(41.811989599987115 -87.74312824835363),2447171,Long Term Care,4437 S CICERO AVE ,License,SYMPHONY MIDWAY,60632
DUNKIN DONUT,1966461,CHICAGO,IL,Pass w/ Conditions,-87.65915456,41.98352906,20161014,Risk 2 (Medium),(41.98352906115736 -87.65915456081615),28690,Restaurant,1127 W BRYN MAWR AVE ,Complaint Re-Inspection,DUNKIN DONUT,60660
KUROWSKI SAUSAGE SHOP & RICH,1966463,CHICAGO,IL,Pass,-87.71786011,41.93530555,20161014,Risk 1 (High),(41.93530555224116 -87.71786010617684),58973,Grocery Store,2976-2978 N MILWAUKEE AVE ,Complaint,KUROWSKI SAUSAGE SHOP & RICH,60618
RAINFOREST LEARNING CENTER INC,1966458,CHICAGO,IL,Pass,-87.69216904,41.93202492,20161014,Risk 1 (High),(41.93202492010381 -87.69216904438716),2220945,Daycare Above and Under 2 Years,2545 W DIVERSEY AVE ,License,RAINFOREST LEARNING CENTER INC,60647
DUNKIN DONUTS,1966449,CHICAGO,IL,Pass,-87.64098857,41.88002352,20161014,Risk 2 (Medium),(41.88002352164489 -87.6409885748007),1938957,Restaurant,117 S CLINTON ST ,Complaint Re-Inspection,DUNKIN DONUTS,60661
RAPHA,1966442,CHICAGO,IL,Fail,-87.67547637,41.90896025,20161014,Risk 2 (Medium),(41.90896024738321 -87.67547637112533),2492527,Restaurant,1514 N MILWAUKEE AVE ,License,RAPHA,60622
LAS ESPERANZAS,1955286,CHICAGO,IL,Out of Business,-87.6697689,41.80866777,20161013,Risk 1 (High),(41.808667770562145 -87.66976890118669),1447323,Restaurant,1758 W 47TH ST ,Canvass,LAS ESPERANZAS,60609
MCDONALDS,1966437,CHICAGO,IL,Pass,-87.56516065,41.7516336,20161013,Risk 2 (Medium),(41.751633598975936 -87.56516065093352),2308020,Restaurant,2425 E 79TH ST ,Short Form Complaint,MCDONALDS,60649
Richards HS,1955285,CHICAGO,IL,Fail,-87.66224052,41.80285552,20161013,Risk 1 (High),(41.802855521034864 -87.66224052051032),53051,School,5009 S Laflin (1500W) ,Canvass,Richards HS,60609
ISLAND FISH & CHICKEN,1966435,CHICAGO,IL,Pass,-87.65416114,41.77224374,20161013,Risk 2 (Medium),(41.77224374332345 -87.65416114140606),2493095,Restaurant,6701 S RACINE AVE ,License,ISLAND FISH & CHICKEN,60636
MANEE THAI PAN ASIAN RESTAURANT & SUSHI,1966430,CHICAGO,IL,Fail,-87.72754688,41.94633265,20161013,Risk 1 (High),(41.946332650823166 -87.72754687888806),2031570,Restaurant,3558 N PULASKI RD ,Complaint,MANEETHAI RESTAURANT,60641
WABI SABI ROTARY,1966429,CHICAGO,IL,Pass,-87.65462704,41.96433623,20161013,Risk 1 (High),(41.964336225778 -87.6546270434299),2492706,Restaurant,4521 N SHERIDAN RD ,License Re-Inspection,WABI SABI ROTARY,60640
LA TAPENADE EXPRESS/T2 E9,1966423,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161013,Risk 3 (Low),(42.008536400868735 -87.91442843927047),2363759,KIOSK,11601 W TOUHY AVE ,Canvass,LA TAPENADE EXPRESS E09,60666
PARLOR PIZZA BAR,1966420,CHICAGO,IL,Fail,-87.67339734,41.90335951,20161013,Risk 1 (High),(41.90335951000414 -87.67339733788289),2437116,Restaurant,1824-1826 W DIVISION ST ,Complaint,PARLOR PIZZA BAR,60622
NEW YORK FOOD MART,1955266,CHICAGO,IL,Pass,-87.62219866,41.83116426,20160930,Risk 2 (Medium),(41.83116426262855 -87.62219866212499),2464375,CONVENIENCE STORE,122 E 35TH ST ,Canvass Re-Inspection,NEW YORK FOOD MART,60616
LINDYS AND GERTIES ORIGINAL,1966434,CHICAGO,IL,Pass,-87.68323709,41.8268122,20161013,Risk 1 (High),(41.82681219988024 -87.68323708639228),2423372,Restaurant,3685 S ARCHER AVE ,Canvass Re-Inspection,LINDYS AND GERTIES ORIGINAL,60609
HORIZON CAFE,1966425,CHICAGO,IL,Fail,-87.64946947,41.95139015,20161013,Risk 1 (High),(41.951390150873834 -87.64946946794332),1495171,Restaurant,3805 N BROADWAY ,Suspected Food Poisoning,HORIZON CAFE,60613
WHALE FISH AND CHICKEN INC,1966421,CHICAGO,IL,Pass,-87.74978952,41.88033045,20161013,Risk 2 (Medium),(41.880330453312716 -87.74978951712637),1356889,Restaurant,4955 W MADISON ST ,Short Form Complaint,WHALE FISH AND CHICKEN INC,60644
ROYCE CHICAGO,1966418,CHICAGO,IL,Pass,-87.62430718,41.89168852,20161013,Risk 3 (Low),(41.89168851736832 -87.62430717812579),2492240,Restaurant,520 N MICHIGAN AVE ,License,ROYCE CHICAGO,60611
SMILEY FOOD MART,1966410,CHICAGO,IL,Pass,-87.65479263,41.78520789,20161013,Risk 2 (Medium),(41.78520789016766 -87.65479262521927),2482962,Grocery Store,5958 S RACINE AVE ,License Re-Inspection,SMILEY FOOD,60636
STARBUCK'S (T2 E9),1966409,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161013,Risk 2 (Medium),(42.008536400868735 -87.91442843927047),34241,Restaurant,11601 W TOUHY AVE ,Canvass,STARBUCK'S DELI,60666
